t,target,actual,velocity,voltage,temp,iq,torque,watchdog_fault,homing_phase
6.02,2.0,0.418042,10.877521,23.8,25.3582,-2.0,-2.0,0,0
6.021,2.0,0.433042,15.0,23.8,25.3583,2.0,2.0,0,0
6.022,2.0,0.443919,10.877521,23.8,25.3584,-2.0,-2.0,0,0
6.023,2.0,0.458919,15.0,23.8,25.3585,2.0,2.0,0,0
6.024,2.0,0.469797,10.877521,23.8,25.3585,-2.0,-2.0,0,0
6.025,2.0,0.484797,15.0,23.8,25.3586,2.0,2.0,0,0
6.026,2.0,0.495674,10.877521,23.8,25.3587,-2.0,-2.0,0,0
6.027,2.0,0.510674,15.0,23.8,25.3588,2.0,2.0,0,0
6.028,2.0,0.521552,10.877521,23.8,25.3589,-2.0,-2.0,0,0
6.029,2.0,0.536552,15.0,23.8,25.359,2.0,2.0,0,0
6.03,2.0,0.547429,10.877521,23.8,25.3591,-2.0,-2.0,0,0
6.031,2.0,0.562429,15.0,23.8,25.3592,2.0,2.0,0,0
6.032,2.0,0.573307,10.877521,23.8,25.3593,-2.0,-2.0,0,0
6.033,2.0,0.588307,15.0,23.8,25.3594,2.0,2.0,0,0
6.034,2.0,0.599184,10.877521,23.8,25.3595,-2.0,-2.0,0,0
6.035,2.0,0.614184,15.0,23.8,25.3596,2.0,2.0,0,0
6.036,2.0,0.625062,10.877521,23.8,25.3597,-2.0,-2.0,0,0
6.037,2.0,0.640062,15.0,23.8,25.3598,2.0,2.0,0,0
6.038,2.0,0.650939,10.877521,23.8,25.3598,-2.0,-2.0,0,0
6.039,2.0,0.665939,15.0,23.8,25.3599,2.0,2.0,0,0
6.04,2.0,0.676817,10.877521,23.8,25.36,-2.0,-2.0,0,0
6.041,2.0,0.691817,15.0,23.8,25.3601,2.0,2.0,0,0
6.042,2.0,0.702694,10.877521,23.8,25.3602,-2.0,-2.0,0,0
6.043,2.0,0.717694,15.0,23.8,25.3603,2.0,2.0,0,0
6.044,2.0,0.728572,10.877521,23.8,25.3604,-2.0,-2.0,0,0
6.045,2.0,0.743572,15.0,23.8,25.3605,2.0,2.0,0,0
6.046,2.0,0.75445,10.877521,23.8,25.3606,-2.0,-2.0,0,0
6.047,2.0,0.76945,15.0,23.8,25.3607,2.0,2.0,0,0
6.048,2.0,0.780327,10.877521,23.8,25.3608,-2.0,-2.0,0,0
6.049,2.0,0.795327,15.0,23.8,25.3609,2.0,2.0,0,0
6.05,2.0,0.806205,10.877521,23.8,25.361,-2.0,-2.0,0,0
6.051,2.0,0.821205,15.0,23.8,25.3611,2.0,2.0,0,0
6.052,2.0,0.832082,10.877521,23.8,25.3611,-2.0,-2.0,0,0
6.053,2.0,0.847082,15.0,23.8,25.3612,2.0,2.0,0,0
6.054,2.0,0.85796,10.877521,23.8,25.3613,-2.0,-2.0,0,0
6.055,2.0,0.87296,15.0,23.8,25.3614,2.0,2.0,0,0
6.056,2.0,0.883837,10.877521,23.8,25.3615,-2.0,-2.0,0,0
6.057,2.0,0.898837,15.0,23.8,25.3616,2.0,2.0,0,0
6.058,2.0,0.909715,10.877521,23.8,25.3617,-2.0,-2.0,0,0
6.059,2.0,0.924715,15.0,23.8,25.3618,2.0,2.0,0,0
6.06,2.0,0.935592,10.877521,23.8,25.3619,-2.0,-2.0,0,0
6.061,2.0,0.950592,15.0,23.8,25.362,2.0,2.0,0,0
6.062,2.0,0.96147,10.877521,23.8,25.3621,-2.0,-2.0,0,0
6.063,2.0,0.97647,15.0,23.8,25.3622,2.0,2.0,0,0
6.064,2.0,0.987347,10.877521,23.8,25.3623,-2.0,-2.0,0,0
6.065,2.0,1.002347,15.0,23.8,25.3623,2.0,2.0,0,0
6.066,2.0,1.013225,10.877521,23.8,25.3624,-2.0,-2.0,0,0
6.067,2.0,1.028225,15.0,23.8,25.3625,2.0,2.0,0,0
6.068,2.0,1.039102,10.877521,23.8,25.3626,-2.0,-2.0,0,0
6.069,2.0,1.054102,15.0,23.8,25.3627,2.0,2.0,0,0
6.07,2.0,1.06498,10.877521,23.8,25.3628,-2.0,-2.0,0,0
6.071,2.0,1.07998,15.0,23.8,25.3629,2.0,2.0,0,0
6.072,2.0,1.090857,10.877521,23.8,25.363,-2.0,-2.0,0,0
6.073,2.0,1.105857,15.0,23.8,25.3631,2.0,2.0,0,0
6.074,2.0,1.116735,10.877521,23.8,25.3632,-2.0,-2.0,0,0
6.075,2.0,1.131735,15.0,23.8,25.3633,2.0,2.0,0,0
6.076,2.0,1.142612,10.877521,23.8,25.3634,-2.0,-2.0,0,0
6.077,2.0,1.157612,15.0,23.8,25.3635,2.0,2.0,0,0
6.078,2.0,1.16849,10.877521,23.8,25.3636,-2.0,-2.0,0,0
6.079,2.0,1.18349,15.0,23.8,25.3636,2.0,2.0,0,0
6.08,2.0,1.194367,10.877521,23.8,25.3637,-2.0,-2.0,0,0
6.081,2.0,1.209367,15.0,23.8,25.3638,2.0,2.0,0,0
6.082,2.0,1.220245,10.877521,23.8,25.3639,-2.0,-2.0,0,0
6.083,2.0,1.235245,15.0,23.8,25.364,2.0,2.0,0,0
6.084,2.0,1.246122,10.877521,23.8,25.3641,-2.0,-2.0,0,0
6.085,2.0,1.261122,15.0,23.8,25.3642,2.0,2.0,0,0
6.086,2.0,1.272,10.877521,23.8,25.3643,-2.0,-2.0,0,0
6.087,2.0,1.287,15.0,23.8,25.3644,2.0,2.0,0,0
6.088,2.0,1.297877,10.877521,23.8,25.3645,-2.0,-2.0,0,0
6.089,2.0,1.312877,15.0,23.8,25.3646,2.0,2.0,0,0
6.09,2.0,1.323755,10.877521,23.8,25.3647,-2.0,-2.0,0,0
6.091,2.0,1.338755,15.0,23.8,25.3648,2.0,2.0,0,0
6.092,2.0,1.349633,10.877521,23.8,25.3649,-2.0,-2.0,0,0
6.093,2.0,1.364633,15.0,23.8,25.3649,2.0,2.0,0,0
6.094,2.0,1.37551,10.877521,23.8,25.365,-2.0,-2.0,0,0
6.095,2.0,1.39051,15.0,23.8,25.3651,2.0,2.0,0,0
6.096,2.0,1.401388,10.877521,23.8,25.3652,-2.0,-2.0,0,0
6.097,2.0,1.416388,15.0,23.8,25.3653,2.0,2.0,0,0
6.098,2.0,1.427265,10.877521,23.8,25.3654,-2.0,-2.0,0,0
6.099,2.0,1.442265,15.0,23.8,25.3655,2.0,2.0,0,0
6.1,2.0,1.453143,10.877521,23.8,25.3656,-2.0,-2.0,0,0
6.101,2.0,1.468143,15.0,23.8,25.3657,2.0,2.0,0,0
6.102,2.0,1.47902,10.877521,23.8,25.3658,-2.0,-2.0,0,0
6.103,2.0,1.49402,15.0,23.8,25.3659,2.0,2.0,0,0
6.104,2.0,1.504898,10.877521,23.8,25.366,-2.0,-2.0,0,0
6.105,2.0,1.519898,15.0,23.8,25.3661,2.0,2.0,0,0
6.106,2.0,1.530775,10.877521,23.8,25.3662,-2.0,-2.0,0,0
6.107,2.0,1.545775,15.0,23.8,25.3662,2.0,2.0,0,0
6.108,2.0,1.556653,10.877521,23.8,25.3663,-2.0,-2.0,0,0
6.109,2.0,1.571653,15.0,23.8,25.3664,2.0,2.0,0,0
6.11,2.0,1.58253,10.877521,23.8,25.3665,-2.0,-2.0,0,0
6.111,2.0,1.59753,15.0,23.8,25.3666,2.0,2.0,0,0
6.112,2.0,1.608408,10.877521,23.8,25.3667,-2.0,-2.0,0,0
6.113,2.0,1.623408,15.0,23.8,25.3668,2.0,2.0,0,0
6.114,2.0,1.634285,10.877521,23.8,25.3669,-2.0,-2.0,0,0
6.115,2.0,1.649285,15.0,23.8,25.367,2.0,2.0,0,0
6.116,2.0,1.660163,10.877521,23.8,25.3671,-2.0,-2.0,0,0
6.117,2.0,1.675163,15.0,23.8,25.3672,2.0,2.0,0,0
6.118,2.0,1.68604,10.877521,23.8,25.3673,-2.0,-2.0,0,0
6.119,2.0,1.70104,15.0,23.8,25.3674,2.0,2.0,0,0
6.12,2.0,1.711918,10.877521,23.8,25.3674,-2.0,-2.0,0,0
6.121,2.0,1.726918,15.0,23.8,25.3675,2.0,2.0,0,0
6.122,2.0,1.737795,10.877521,23.8,25.3676,-2.0,-2.0,0,0
6.123,2.0,1.752795,15.0,23.8,25.3677,2.0,2.0,0,0
6.124,2.0,1.763673,10.877521,23.8,25.3678,-2.0,-2.0,0,0
6.125,2.0,1.778673,15.0,23.8,25.3679,2.0,2.0,0,0
6.126,2.0,1.78955,10.877521,23.8,25.368,-2.0,-2.0,0,0
6.127,2.0,1.80455,15.0,23.8,25.3681,2.0,2.0,0,0
6.128,2.0,1.815428,10.877521,23.8,25.3682,-2.0,-2.0,0,0
6.129,2.0,1.830428,15.0,23.8,25.3683,2.0,2.0,0,0
6.13,2.0,1.841305,10.877521,23.8,25.3684,-2.0,-2.0,0,0
6.131,2.0,1.856305,15.0,23.8,25.3685,2.0,2.0,0,0
6.132,2.0,1.867183,10.877521,23.8,25.3686,-2.0,-2.0,0,0
6.133,2.0,1.882183,15.0,23.8,25.3687,2.0,2.0,0,0
6.134,2.0,1.89306,10.877521,23.8,25.3687,-2.0,-2.0,0,0
6.135,2.0,1.90806,15.0,23.8,25.3688,2.0,2.0,0,0
6.136,2.0,1.918938,10.877521,23.8,25.3689,-2.0,-2.0,0,0
6.137,2.0,1.933938,15.0,23.8,25.369,2.0,2.0,0,0
6.138,2.0,1.944815,10.877521,23.8,25.3691,-2.0,-2.0,0,0
6.139,2.0,1.959815,15.0,23.8,25.3692,2.0,2.0,0,0
6.14,2.0,1.970693,10.877521,23.8,25.3693,-2.0,-2.0,0,0
6.141,2.0,1.985693,15.0,23.8,25.3694,2.0,2.0,0,0
6.142,0.0,2.000268,14.575,24.0,25.3694,0.0,0.0,0,0
6.143,0.0,2.014429,14.160625,24.0,25.3694,0.0,0.0,0,0
6.144,0.0,2.028185,13.756609,24.0,25.3694,0.0,0.0,0,0
6.145,0.0,2.041548,13.362694,24.0,25.3694,0.0,0.0,0,0
6.146,0.0,2.054527,12.978627,24.0,25.3694,0.0,0.0,0,0
6.147,0.0,2.067131,12.604161,24.0,25.3693,0.0,0.0,0,0
6.148,0.0,2.07937,12.239057,24.0,25.3693,0.0,0.0,0,0
6.149,0.0,2.091253,11.883081,24.0,25.3693,0.0,0.0,0,0
6.15,0.0,2.102789,11.536004,24.0,25.3693,0.0,0.0,0,0
6.151,0.0,2.113986,11.197604,24.0,25.3693,0.0,0.0,0,0
6.152,0.0,2.124854,10.867663,24.0,25.3693,0.0,0.0,0,0
6.153,0.0,2.1354,10.545972,24.0,25.3693,0.0,0.0,0,0
6.154,0.0,2.145632,10.232323,24.0,25.3693,0.0,0.0,0,0
6.155,0.0,2.155559,9.926515,24.0,25.3693,0.0,0.0,0,0
6.156,0.0,2.165187,9.628352,24.0,25.3693,0.0,0.0,0,0
6.157,0.0,2.174525,9.337643,24.0,25.3693,0.0,0.0,0,0
6.158,0.0,2.183579,9.054202,24.0,25.3693,0.0,0.0,0,0
6.159,0.0,2.192357,8.777847,24.0,25.3693,0.0,0.0,0,0
6.16,0.0,2.200865,8.508401,24.0,25.3693,0.0,0.0,0,0
6.161,0.0,2.209111,8.245691,24.0,25.3692,0.0,0.0,0,0
6.162,0.0,2.217101,7.989548,24.0,25.3692,0.0,0.0,0,0
6.163,0.0,2.22484,7.73981,24.0,25.3692,0.0,0.0,0,0
6.164,0.0,2.232337,7.496314,24.0,25.3692,0.0,0.0,0,0
6.165,0.0,2.239596,7.258906,24.0,25.3692,0.0,0.0,0,0
6.166,0.0,2.246623,7.027434,24.0,25.3692,0.0,0.0,0,0
6.167,0.0,2.253425,6.801748,24.0,25.3692,0.0,0.0,0,0
6.168,0.0,2.260007,6.581704,24.0,25.3692,0.0,0.0,0,0
6.169,0.0,2.266374,6.367162,24.0,25.3692,0.0,0.0,0,0
6.17,0.0,2.272532,6.157983,24.0,25.3692,0.0,0.0,0,0
6.171,0.0,2.278486,5.954033,24.0,25.3692,0.0,0.0,0,0
6.172,0.0,2.284241,5.755182,24.0,25.3692,0.0,0.0,0,0
6.173,0.0,2.289802,5.561303,24.0,25.3692,0.0,0.0,0,0
6.174,0.0,2.295174,5.37227,24.0,25.3691,0.0,0.0,0,0
6.175,0.0,2.300362,5.187963,24.0,25.3691,0.0,0.0,0,0
6.176,0.0,2.305371,5.008264,24.0,25.3691,0.0,0.0,0,0
6.177,0.0,2.310204,4.833058,24.0,25.3691,0.0,0.0,0,0
6.178,0.0,2.314866,4.662231,24.0,25.3691,0.0,0.0,0,0
6.179,0.0,2.319362,4.495675,24.0,25.3691,0.0,0.0,0,0
6.18,0.0,2.323695,4.333284,24.0,25.3691,0.0,0.0,0,0
6.181,0.0,2.32787,4.174951,24.0,25.3691,0.0,0.0,0,0
6.182,0.0,2.33189,4.020578,24.0,25.3691,0.0,0.0,0,0
6.183,0.0,2.335761,3.870063,24.0,25.3691,0.0,0.0,0,0
6.184,0.0,2.339484,3.723312,24.0,25.3691,0.0,0.0,0,0
6.185,0.0,2.343064,3.580229,24.0,25.3691,0.0,0.0,0,0
6.186,0.0,2.346505,3.440723,24.0,25.3691,0.0,0.0,0,0
6.187,0.0,2.34981,3.304705,24.0,25.3691,0.0,0.0,0,0
6.188,0.0,2.352982,3.172087,24.0,25.369,0.0,0.0,0,0
6.189,0.0,2.356024,3.042785,24.0,25.369,0.0,0.0,0,0
6.19,0.0,2.358941,2.916716,24.0,25.369,0.0,0.0,0,0
6.191,0.0,2.361735,2.793798,24.0,25.369,0.0,0.0,0,0
6.192,0.0,2.364409,2.673953,24.0,25.369,0.0,0.0,0,0
6.193,0.0,2.366966,2.557104,24.0,25.369,0.0,0.0,0,0
6.194,0.0,2.369409,2.443176,24.0,25.369,0.0,0.0,0,0
6.195,0.0,2.371741,2.332097,24.0,25.369,0.0,0.0,0,0
6.196,0.0,2.373965,2.223795,24.0,25.369,0.0,0.0,0,0
6.197,0.0,2.376083,2.1182,24.0,25.369,0.0,0.0,0,0
6.198,0.0,2.378098,2.015245,24.0,25.369,0.0,0.0,0,0
6.199,0.0,2.380013,1.914864,24.0,25.369,0.0,0.0,0,0
6.2,0.0,2.38183,1.816992,24.0,25.369,0.0,0.0,0,0
6.201,0.0,2.383552,1.721567,24.0,25.3689,0.0,0.0,0,0
6.202,0.0,2.38518,1.628528,24.0,25.3689,0.0,0.0,0,0
6.203,0.0,2.386718,1.537815,24.0,25.3689,0.0,0.0,0,0
6.204,0.0,2.388168,1.449369,24.0,25.3689,0.0,0.0,0,0
6.205,0.0,2.389531,1.363135,24.0,25.3689,0.0,0.0,0,0
6.206,0.0,2.39081,1.279057,24.0,25.3689,0.0,0.0,0,0
6.207,0.0,2.392007,1.19708,24.0,25.3689,0.0,0.0,0,0
6.208,0.0,2.393124,1.117153,24.0,25.3689,0.0,0.0,0,0
6.209,0.0,2.394163,1.039225,24.0,25.3689,0.0,0.0,0,0
6.21,0.0,2.395127,0.963244,24.0,25.3689,0.0,0.0,0,0
6.211,0.0,2.396016,0.889163,24.0,25.3689,0.0,0.0,0,0
6.212,0.0,2.396833,0.816934,24.0,25.3689,0.0,0.0,0,0
6.213,0.0,2.397579,0.74651,24.0,25.3689,0.0,0.0,0,0
6.214,0.0,2.398257,0.677848,24.0,25.3689,0.0,0.0,0,0
6.215,0.0,2.398868,0.610901,24.0,25.3688,0.0,0.0,0,0
6.216,0.0,2.399413,0.545629,24.0,25.3688,0.0,0.0,0,0
6.217,0.0,2.399895,0.481988,24.0,25.3688,0.0,0.0,0,0
6.218,0.0,2.400315,0.419939,24.0,25.3688,0.0,0.0,0,0
6.219,0.0,2.400675,0.35944,24.0,25.3688,0.0,0.0,0,0
6.22,0.0,2.400975,0.300454,24.0,25.3688,0.0,0.0,0,0
6.221,0.0,2.401218,0.242943,24.0,25.3688,0.0,0.0,0,0
6.222,0.0,2.401405,0.186876,24.0,25.3688,0.0,0.0,0,0
6.223,0.0,2.401537,0.132261,24.0,25.3688,0.0,0.0,0,0
6.224,0.0,2.401617,0.079455,24.0,25.3688,0.0,0.0,0,0
6.225,0.0,2.401648,0.031468,24.0,25.3688,0.0,0.0,0,0
6.226,0.0,2.401651,0.002801,24.0,25.3688,0.0,0.0,0,0
6.227,0.0,2.401651,-6.7e-05,24.0,25.3688,0.0,0.0,0,0
6.228,0.0,2.401651,2e-06,24.0,25.3688,0.0,0.0,0,0
6.229,0.0,2.401651,-0.0,24.0,25.3687,0.0,0.0,0,0
6.23,0.0,2.401651,0.0,24.0,25.3687,0.0,0.0,0,0
6.231,0.0,2.401651,-0.0,24.0,25.3687,0.0,0.0,0,0
6.232,0.0,2.401651,0.0,24.0,25.3687,0.0,0.0,0,0
6.233,0.0,2.401651,-0.0,24.0,25.3687,0.0,0.0,0,0
6.234,0.0,2.401651,0.0,24.0,25.3687,0.0,0.0,0,0
6.235,0.0,2.401651,-0.0,24.0,25.3687,0.0,0.0,0,0
6.236,0.0,2.401651,0.0,24.0,25.3687,0.0,0.0,0,0
6.237,0.0,2.401651,-0.0,24.0,25.3687,0.0,0.0,0,0
6.238,0.0,2.401651,0.0,24.0,25.3687,0.0,0.0,0,0
6.239,0.0,2.401651,-0.0,24.0,25.3687,0.0,0.0,0,0
6.24,0.0,2.401651,0.0,24.0,25.3687,0.0,0.0,0,0
6.241,0.0,2.401651,-0.0,24.0,25.3687,0.0,0.0,0,0
6.242,0.0,2.401651,0.0,24.0,25.3686,0.0,0.0,0,0
6.243,0.0,2.411651,10.0,23.8,25.3687,2.0,2.0,0,0
6.244,0.0,2.415553,3.901681,23.8,25.3688,-2.0,-2.0,0,0
6.245,0.0,2.427668,12.114777,23.8,25.3689,2.0,2.0,0,0
6.246,0.0,2.43452,6.85215,23.8,25.369,-2.0,-2.0,0,0
6.247,0.0,2.448271,13.751792,23.8,25.3691,2.0,2.0,0,0
6.248,0.0,2.457408,9.136061,23.8,25.3692,-2.0,-2.0,0,0
6.249,0.0,2.472408,15.0,23.8,25.3693,2.0,2.0,0,0
6.25,0.0,2.483285,10.877521,23.8,25.3694,-2.0,-2.0,0,0
6.251,0.0,2.498285,15.0,23.8,25.3695,2.0,2.0,0,0
6.252,0.0,2.5,-0.0,23.8,25.3696,-2.0,-2.0,0,0
6.253,0.0,2.5,-0.0,23.8,25.3697,2.0,2.0,0,0
6.254,0.0,2.49,-10.0,23.8,25.3698,-2.0,-2.0,0,0
6.255,0.0,2.486098,-3.901681,23.8,25.3699,2.0,2.0,0,0
6.256,0.0,2.473984,-12.114777,23.8,25.3699,-2.0,-2.0,0,0
6.257,0.0,2.467131,-6.85215,23.8,25.37,2.0,2.0,0,0
6.258,0.0,2.45338,-13.751792,23.8,25.3701,-2.0,-2.0,0,0
6.259,0.0,2.444244,-9.136061,23.8,25.3702,2.0,2.0,0,0
6.26,0.0,2.429244,-15.0,23.8,25.3703,-2.0,-2.0,0,0
6.261,0.0,2.418366,-10.877521,23.8,25.3704,2.0,2.0,0,0
6.262,0.0,2.403366,-15.0,23.8,25.3705,-2.0,-2.0,0,0
6.263,0.0,2.392488,-10.877521,23.8,25.3706,2.0,2.0,0,0
6.264,0.0,2.377488,-15.0,23.8,25.3707,-2.0,-2.0,0,0
6.265,0.0,2.366611,-10.877521,23.8,25.3708,2.0,2.0,0,0
6.266,0.0,2.351611,-15.0,23.8,25.3709,-2.0,-2.0,0,0
6.267,0.0,2.340733,-10.877521,23.8,25.371,2.0,2.0,0,0
6.268,0.0,2.325733,-15.0,23.8,25.3711,-2.0,-2.0,0,0
6.269,0.0,2.314856,-10.877521,23.8,25.3711,2.0,2.0,0,0
6.27,0.0,2.299856,-15.0,23.8,25.3712,-2.0,-2.0,0,0
6.271,0.0,2.288978,-10.877521,23.8,25.3713,2.0,2.0,0,0
6.272,0.0,2.273978,-15.0,23.8,25.3714,-2.0,-2.0,0,0
6.273,0.0,2.263101,-10.877521,23.8,25.3715,2.0,2.0,0,0
6.274,0.0,2.248101,-15.0,23.8,25.3716,-2.0,-2.0,0,0
6.275,0.0,2.237223,-10.877521,23.8,25.3717,2.0,2.0,0,0
6.276,0.0,2.222223,-15.0,23.8,25.3718,-2.0,-2.0,0,0
6.277,0.0,2.211346,-10.877521,23.8,25.3719,2.0,2.0,0,0
6.278,0.0,2.196346,-15.0,23.8,25.372,-2.0,-2.0,0,0
6.279,0.0,2.185468,-10.877521,23.8,25.3721,2.0,2.0,0,0
6.28,0.0,2.170468,-15.0,23.8,25.3722,-2.0,-2.0,0,0
6.281,0.0,2.159591,-10.877521,23.8,25.3723,2.0,2.0,0,0
6.282,0.0,2.144591,-15.0,23.8,25.3724,-2.0,-2.0,0,0
6.283,0.0,2.133713,-10.877521,23.8,25.3724,2.0,2.0,0,0
6.284,0.0,2.118713,-15.0,23.8,25.3725,-2.0,-2.0,0,0
6.285,0.0,2.107836,-10.877521,23.8,25.3726,2.0,2.0,0,0
6.286,0.0,2.092836,-15.0,23.8,25.3727,-2.0,-2.0,0,0
6.287,0.0,2.081958,-10.877521,23.8,25.3728,2.0,2.0,0,0
6.288,0.0,2.066958,-15.0,23.8,25.3729,-2.0,-2.0,0,0
6.289,0.0,2.056081,-10.877521,23.8,25.373,2.0,2.0,0,0
6.29,0.0,2.041081,-15.0,23.8,25.3731,-2.0,-2.0,0,0
6.291,0.0,2.030203,-10.877521,23.8,25.3732,2.0,2.0,0,0
6.292,0.0,2.015203,-15.0,23.8,25.3733,-2.0,-2.0,0,0
6.293,0.0,2.004326,-10.877521,23.8,25.3734,2.0,2.0,0,0
6.294,0.0,1.989326,-15.0,23.8,25.3735,-2.0,-2.0,0,0
6.295,0.0,1.978448,-10.877521,23.8,25.3736,2.0,2.0,0,0
6.296,0.0,1.963448,-15.0,23.8,25.3736,-2.0,-2.0,0,0
6.297,0.0,1.952571,-10.877521,23.8,25.3737,2.0,2.0,0,0
6.298,0.0,1.937571,-15.0,23.8,25.3738,-2.0,-2.0,0,0
6.299,0.0,1.926693,-10.877521,23.8,25.3739,2.0,2.0,0,0
6.3,0.0,1.911693,-15.0,23.8,25.374,-2.0,-2.0,0,0
6.301,0.0,1.900816,-10.877521,23.8,25.3741,2.0,2.0,0,0
6.302,0.0,1.885816,-15.0,23.8,25.3742,-2.0,-2.0,0,0
6.303,0.0,1.874938,-10.877521,23.8,25.3743,2.0,2.0,0,0
6.304,0.0,1.859938,-15.0,23.8,25.3744,-2.0,-2.0,0,0
6.305,0.0,1.849061,-10.877521,23.8,25.3745,2.0,2.0,0,0
6.306,0.0,1.834061,-15.0,23.8,25.3746,-2.0,-2.0,0,0
6.307,0.0,1.823183,-10.877521,23.8,25.3747,2.0,2.0,0,0
6.308,0.0,1.808183,-15.0,23.8,25.3748,-2.0,-2.0,0,0
6.309,0.0,1.797306,-10.877521,23.8,25.3748,2.0,2.0,0,0
6.31,0.0,1.782306,-15.0,23.8,25.3749,-2.0,-2.0,0,0
6.311,0.0,1.771428,-10.877521,23.8,25.375,2.0,2.0,0,0
6.312,0.0,1.756428,-15.0,23.8,25.3751,-2.0,-2.0,0,0
6.313,0.0,1.74555,-10.877521,23.8,25.3752,2.0,2.0,0,0
6.314,0.0,1.73055,-15.0,23.8,25.3753,-2.0,-2.0,0,0
6.315,0.0,1.719673,-10.877521,23.8,25.3754,2.0,2.0,0,0
6.316,0.0,1.704673,-15.0,23.8,25.3755,-2.0,-2.0,0,0
6.317,0.0,1.693795,-10.877521,23.8,25.3756,2.0,2.0,0,0
6.318,0.0,1.678795,-15.0,23.8,25.3757,-2.0,-2.0,0,0
6.319,0.0,1.667918,-10.877521,23.8,25.3758,2.0,2.0,0,0
6.32,0.0,1.652918,-15.0,23.8,25.3759,-2.0,-2.0,0,0
6.321,0.0,1.64204,-10.877521,23.8,25.376,2.0,2.0,0,0
6.322,0.0,1.62704,-15.0,23.8,25.3761,-2.0,-2.0,0,0
6.323,0.0,1.616163,-10.877521,23.8,25.3761,2.0,2.0,0,0
6.324,0.0,1.601163,-15.0,23.8,25.3762,-2.0,-2.0,0,0
6.325,0.0,1.590285,-10.877521,23.8,25.3763,2.0,2.0,0,0
6.326,0.0,1.575285,-15.0,23.8,25.3764,-2.0,-2.0,0,0
6.327,0.0,1.564408,-10.877521,23.8,25.3765,2.0,2.0,0,0
6.328,0.0,1.549408,-15.0,23.8,25.3766,-2.0,-2.0,0,0
6.329,0.0,1.53853,-10.877521,23.8,25.3767,2.0,2.0,0,0
6.33,0.0,1.52353,-15.0,23.8,25.3768,-2.0,-2.0,0,0
6.331,0.0,1.512653,-10.877521,23.8,25.3769,2.0,2.0,0,0
6.332,0.0,1.497653,-15.0,23.8,25.377,-2.0,-2.0,0,0
6.333,0.0,1.486775,-10.877521,23.8,25.3771,2.0,2.0,0,0
6.334,0.0,1.471775,-15.0,23.8,25.3772,-2.0,-2.0,0,0
6.335,0.0,1.460898,-10.877521,23.8,25.3773,2.0,2.0,0,0
6.336,0.0,1.445898,-15.0,23.8,25.3773,-2.0,-2.0,0,0
6.337,0.0,1.43502,-10.877521,23.8,25.3774,2.0,2.0,0,0
6.338,0.0,1.42002,-15.0,23.8,25.3775,-2.0,-2.0,0,0
6.339,0.0,1.409143,-10.877521,23.8,25.3776,2.0,2.0,0,0
6.34,0.0,1.394143,-15.0,23.8,25.3777,-2.0,-2.0,0,0
6.341,0.0,1.383265,-10.877521,23.8,25.3778,2.0,2.0,0,0
6.342,0.0,1.368265,-15.0,23.8,25.3779,-2.0,-2.0,0,0
6.343,0.0,1.357388,-10.877521,23.8,25.378,2.0,2.0,0,0
6.344,0.0,1.342388,-15.0,23.8,25.3781,-2.0,-2.0,0,0
6.345,0.0,1.33151,-10.877521,23.8,25.3782,2.0,2.0,0,0
6.346,0.0,1.31651,-15.0,23.8,25.3783,-2.0,-2.0,0,0
6.347,0.0,1.305633,-10.877521,23.8,25.3784,2.0,2.0,0,0
6.348,0.0,1.290633,-15.0,23.8,25.3785,-2.0,-2.0,0,0
6.349,0.0,1.279755,-10.877521,23.8,25.3785,2.0,2.0,0,0
6.35,0.0,1.264755,-15.0,23.8,25.3786,-2.0,-2.0,0,0
6.351,0.0,1.253878,-10.877521,23.8,25.3787,2.0,2.0,0,0
6.352,0.0,1.238878,-15.0,23.8,25.3788,-2.0,-2.0,0,0
6.353,0.0,1.228,-10.877521,23.8,25.3789,2.0,2.0,0,0
6.354,0.0,1.213,-15.0,23.8,25.379,-2.0,-2.0,0,0
6.355,0.0,1.202123,-10.877521,23.8,25.3791,2.0,2.0,0,0
6.356,0.0,1.187123,-15.0,23.8,25.3792,-2.0,-2.0,0,0
6.357,0.0,1.176245,-10.877521,23.8,25.3793,2.0,2.0,0,0
6.358,0.0,1.161245,-15.0,23.8,25.3794,-2.0,-2.0,0,0
6.359,0.0,1.150367,-10.877521,23.8,25.3795,2.0,2.0,0,0
6.36,0.0,1.135367,-15.0,23.8,25.3796,-2.0,-2.0,0,0
6.361,0.0,1.12449,-10.877521,23.8,25.3797,2.0,2.0,0,0
6.362,0.0,1.10949,-15.0,23.8,25.3797,-2.0,-2.0,0,0
6.363,0.0,1.098612,-10.877521,23.8,25.3798,2.0,2.0,0,0
6.364,0.0,1.083612,-15.0,23.8,25.3799,-2.0,-2.0,0,0
6.365,0.0,1.072735,-10.877521,23.8,25.38,2.0,2.0,0,0
6.366,0.0,1.057735,-15.0,23.8,25.3801,-2.0,-2.0,0,0
6.367,0.0,1.046857,-10.877521,23.8,25.3802,2.0,2.0,0,0
6.368,0.0,1.031857,-15.0,23.8,25.3803,-2.0,-2.0,0,0
6.369,0.0,1.02098,-10.877521,23.8,25.3804,2.0,2.0,0,0
6.37,0.0,1.00598,-15.0,23.8,25.3805,-2.0,-2.0,0,0
6.371,0.0,0.995102,-10.877521,23.8,25.3806,2.0,2.0,0,0
